DR,PROCESS_ID,PART_ID,LOT_ID,LOTTYPE,QTY,HOLD_FLAG,FLOORID,GRADE,COMPLETE_RATE,LOT_PURPOSE,DUE_DATE,WIPTURN,ROOM,PROCESS_GROUP,STEP_ID,LAYER_TITLE,LAYER_GROUP,BLOCK_GROUP,PRE_STEPGBN2,EQPTYPE,MOVE_0,EQP_WORKLOAD_0,MOVE_1,EQP_WORKLOAD_1,MOVE_2,EQP_WORKLOAD_2,BATCH,Q_E,Q_P,L_E,L_P,Q_H,Q_R,Q_W,L_H,L_R,L_W,Q_2,Q_3,Q_4,Q_5,Q_7,Q_8,Q_10,L_2,L_3,L_4,L_5,L_7,L_8,L_10,WIP_WAITTIME,WIP_PRODUCT_NUM,SHIFT_TYPE,PROCESSTIME,PRC_WAIT_MIN,PRC_WAIT_MAX,PRC_WAIT_MEDIAN,PRC_WAIT_STD,WAITTIME
N5,LJ,FK05M2X01,3AKV1,PP,15,Y,S3-B,,0.66,1,69,4.51,ET,CU_MHM_METAL-FXM-MRT,KB480703,M1,LG61,PU6,ERVS,EBEMTL,9536,279.7,13283,285.9,15754,273.8,,189,822,27,41,17,327,667,9,17,42,,339,188,264,220,,,0,27,14,15,12,0,0,663.52,21,WS,290.88,1.62,71405.08,94.07,3166.02,1369.12
N5,LJ,FK05M2X01,03-Apr-01,PP,15,Y,S3-B,,0.66,1,51,6.1,ET,CU_MHM_METAL-FXM-MRT,KB480703,M1,LG61,PU6,ERVS,EBEMTL,13283,285.9,15754,273.8,13137,270.9,,225,927,32,48,83,383,686,14,18,48,,234,416,498,4,,,0,23,26,30,1,0,0,410.02,24,WG,175.7,1.62,71405.08,94.07,3166.02,1995.3
N3,CU,FC1973X01,398T1,PT,16,Y,S3-B,3,0.6,1,45,8.22,ET,CU_SAUP_METAL-FXM_MRT,CA521010,X1S,LG61,PU6,CU REVIEW,EBEMTL,7585,110.3,11307,110.6,7498,96.9,,373,398,90,31,265,109,397,66,8,47,,460,311,,,,,0,92,29,0,0,0,0,3716.02,19,WO,141.17,2.02,17094.82,127.96,1043.28,1181.83
N3,C5,FC1978X01,391P1,PT,12,Y,S3,2,0.71,1,31,8.68,ET,CU_AIO_VIGUS-LK3,CA631400,MF,LG62,PU6,ERVS,EBEOXD,19105,227.3,18205,233.6,19975,241,,790,452,189,42,657,267,318,163,19,49,1,581,471,187,2,,,1,138,74,16,2,0,0,11632.02,37,WO,89.07,2.08,3993.9,30.92,503.88,15.93
N4,BU,5P9865A02,38951,PT,2,Y,S3-E,,1,1,5,0.8,ET,CU_PSPI_PARADIGM-E,VL930500,NLV,LG71,PU7,BAKE_PSPI,EBEOXD,1178,4.4,890,3.2,1404,5.1,,41,224,3,19,143,85,37,13,6,3,,53,138,47,3,24,,0,5,11,4,1,1,0,1344.02,11,HG,10.97,3.67,4180.78,16.62,478.35,483.03
N4,RQ,5E9925G01,378A1,PP,13,Y,S3,,0.71,1,46,6.26,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,19195,254.5,22090,263.5,21780,261.8,,981,1512,204,166,697,178,1618,163,16,191,5,645,579,1170,94,,,1,139,89,128,13,0,0,6665.02,45,WO,52.55,1.8,14479.52,57.68,1947.63,63.45
N5,CT,FK05T2X01,397Z1,PP,11,Y,S3,,0.95,1,12,3.42,ET,CU_LMTL_FLEX-DL,KB861308,IB,LG64,PU6,KLA,EBEOXD,2032,18.4,1750,19.6,1715,20,,40,379,9,19,18,269,132,8,12,8,,94,77,113,,135,,0,5,6,8,0,9,0,487.47,15,WO,78.93,1.65,332.75,3.67,29.29,127.07
N4,RQ,5E9925G01,37HH1,PP,13,Y,S3,2,0.71,1,45,6.4,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,15080,246.9,19195,254.5,22090,263.5,,1050,1541,213,180,740,26,1825,163,4,226,,725,666,1176,24,,,0,152,104,132,5,0,0,6485.02,41,WG,90.83,1.8,14479.52,57.68,1947.63,628.17
N4,BU,5P9865A02,36021,PT,10,Y,S3,,0.71,1,25,11.52,ET,CU_AIO_VIGUS-LK3,VL591290,V2,LG62,PU6,ERVS,EBEOXD,16230,240.9,23425,249.2,20465,239.4,,1167,887,247,97,716,193,1145,170,16,158,5,932,973,142,2,,,1,200,123,18,2,0,0,3116.03,40,HO,69.92,1.65,39255.15,32.03,1351.46,358.08
N4,BU,5P9865A02,39F61,PT,12,Y,S3,2,1,1,,,ET,CU_PSPI_PARADIGM-E,VL930500,NLV,LG71,PU7,BAKE_PSPI,EBEOXD,1178,4.4,890,3.2,1404,5.1,,9,258,1,20,242,,25,20,0,1,,21,196,47,3,,,0,3,13,4,1,0,0,1725.02,7,HO,70.7,3.67,4180.78,16.62,478.35,211.3
N4,BU,5P9865A02,396C1,PT,12,Y,S3,,0.63,1,,,ET,CU_AIO_VIGUS-LK3,VL510600,X1S,LG61,PU6,ERVS,EBEOXD,19975,241,16230,240.9,23425,249.2,,898,621,216,63,661,204,654,167,17,95,4,642,754,118,1,,,1,164,98,15,1,0,0,7012.02,39,HO,78.9,1.65,39255.15,32.03,1351.46,1435.1
N3,C5,FC1978X01,391P1,PT,13,Y,S3-D,2,0.59,1,43,8.7,ET,CU_AIO_VIGUS-LK3,CA520500,X1S,LG61,PU6,ERVS,EBEOXD,21780,261.8,20055,261.5,16740,256.6,,930,2503,202,253,697,260,2476,166,21,268,,631,701,2014,87,,,0,140,92,211,12,0,0,7846.98,44,WD,39.82,2.08,3993.9,30.92,503.88,688.18
N4,BU,5P9865A02,3939A1,PT,5,Y,S3-E,,0.65,1,54,6.46,ET,CU_AIO_VIGUS-LK3,VL542810,I1,LG61,PU6,SI REVIEW,EBEOXD,15740,255,14015,240.6,19850,242.5,,818,466,191,49,751,170,363,174,15,51,1,611,374,274,24,,,1,136,70,30,3,0,0,14644.52,40,HS,16.12,1.65,39255.15,32.03,1351.46,110.88
N4,RQ,5E9925G01,37UB1,PP,13,Y,S3,,0.71,1,45,6.4,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,15080,246.9,19195,254.5,22090,263.5,,1239,1670,242,192,649,214,2046,155,21,258,,912,874,1074,49,,,0,183,126,119,6,0,0,3247.02,40,WO,79.2,1.8,14479.52,57.68,1947.63,189.8
N3,C5,FC1978X01,38NA1,PT,9,Y,S3,,0.64,1,38,8.63,ET,CU_AIO_VIGUS-LK3,CA571400,V1,LG61,PU6,ERVS,EBEOXD,23425,249.2,20465,239.4,15080,246.9,,1006,1480,210,173,698,84,1704,159,8,216,,664,691,1107,24,,,0,147,105,126,5,0,0,6795.02,40,WG,54.33,2.08,3993.9,30.92,503.88,3216.67
N4,BU,5P9865A02,38X91,PT,11,Y,S3-E,2,0.65,1,43,8.12,ET,CU_AIO_VIGUS-LK3,VL542810,I1,LG61,PU6,CU ACI CD,EBEOXD,23425,249.2,20465,239.4,15080,246.9,,1171,1959,251,200,699,243,2188,166,15,270,,870,1134,1068,58,,,0,191,154,98,8,0,0,1875.02,40,WG,43.98,1.65,39255.15,32.03,1351.46,1457.02
N3,C5,FC1978X01,38NA1,PT,12,Y,S3,,0.71,1,30,8.97,ET,CU_AIO_VIGUS-LK3,CA631400,MF,LG62,PU6,ERVS,EBEOXD,18005,224.6,19105,227.3,18205,233.6,,806,480,191,51,712,184,390,164,19,59,1,735,362,170,18,,,1,151,65,22,3,0,0,10222.52,39,WO,50.8,2.08,3993.9,30.92,503.88,150.2
N4,RQ,5E9925G01,37Z41,PP,12,Y,S3,,0.71,1,47,6.13,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,22090,263.5,21780,261.8,20055,261.5,,1081,2017,207,207,720,388,1990,156,30,228,,637,938,1444,79,,,0,135,118,150,11,0,0,5680.02,45,WS,118.58,1.8,14479.52,57.68,1947.63,43.42
N4,RQ,5E9925G01,37KC1,PP,13,Y,S3,,0.71,1,41,7.02,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,21780,261.8,20055,261.5,16740,256.6,,1002,2366,200,248,711,207,2450,166,17,265,,630,574,2077,87,,,0,135,86,215,12,0,0,8697.08,44,WG,65.73,1.8,14479.52,57.68,1947.63,128.27
N4,BU,5P9865A02,37221,PT,14,Y,S3,,1,1,1,4,ET,CU_PSPI_PARADIGM-E,VL930500,NLV,LG71,PU7,BAKE_PSPI,EBEOXD,885,4.8,1051,4.9,1219,5,,9,189,1,11,105,24,69,7,1,4,,9,89,28,3,69,,0,1,4,2,1,4,0,998.02,7,WG,146.5,3.67,4180.78,16.62,478.35,206.5
N4,RQ,5E9925G01,385K1,PP,13,Y,S3,,0.71,1,41,7.02,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,21780,261.8,20055,261.5,16740,256.6,,1017,2460,204,254,713,233,2531,165,21,272,,645,601,2121,110,,,0,139,88,217,14,0,0,7667.08,43,WG,52.18,1.8,14479.52,57.68,1947.63,51.82
N4,RQ,5E9925G01,37GK1,PP,12,Y,S3,,0.71,1,45,6.4,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,15080,246.9,19195,254.5,22090,263.5,,1175,1946,231,218,740,226,2155,161,23,265,,843,1004,1250,24,,,0,171,134,139,5,0,0,3297.02,41,WO,80.75,1.8,14479.52,57.68,1947.63,516.25
N4,RQ,5E9925G01,385B1,PP,13,Y,S3,,0.71,1,47,6.13,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,19195,254.5,22090,263.5,21780,261.8,,1061,1936,206,206,682,308,2007,155,24,233,,623,861,1434,79,,,0,136,115,150,11,0,0,5740.02,44,WS,108.93,1.8,14479.52,57.68,1947.63,960.07
N4,BU,5P9865A02,38HD1,PT,9,Y,S3-D,,0.65,1,46,7.59,ET,CU_AIO_VIGUS-LK3,VL542810,I1,LG61,PU6,CU ACI CD,EBEOXD,16230,240.9,23425,249.2,20465,239.4,,1085,1721,245,184,737,130,1939,167,16,246,,793,1312,643,58,,,0,189,172,59,9,0,0,2375.02,38,WO,58.88,1.65,39255.15,32.03,1351.46,2828.12
N4,BU,5P9865A02,38Y81,PT,13,Y,S3-E,,0.65,1,47,7.43,ET,CU_AIO_VIGUS-LK3,VL542810,I1,LG61,PU6,CU_TTHFIPA_STRIP_S,EBEOXD,23425,249.2,20465,239.4,15080,246.9,,1372,1734,570,180,699,162,2245,166,16,568,,758,1647,643,58,,,0,186,496,59,9,0,0,30451.83,38,WS,26.97,1.65,39255.15,32.03,1351.46,627.03
N4,BU,5P9865A02,3A7W1,PT,13,Y,S3,2,0.63,1,50,7.32,ET,CU_AIO_VIGUS-LK3,VL510600,X1S,LG61,PU6,ERVS,EBEOXD,15660,254.1,15740,255,14015,240.6,,943,460,209,56,749,193,461,173,16,76,1,745,488,144,25,,,1,156,85,19,4,0,0,12419.03,46,WO,58.2,1.65,39255.15,32.03,1351.46,78.8
N4,RQ,5E9925G01,37GH1,PP,13,Y,S3,,0.71,1,47,6.13,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,19195,254.5,22090,263.5,21780,261.8,,1086,2027,204,212,731,282,2100,157,24,235,,641,922,1471,79,,,0,131,123,151,11,0,0,5645.02,45,WO,58.55,1.8,14479.52,57.68,1947.63,674.45
N4,BU,5P9865A02,38N51,PT,11,Y,S3,,0.63,1,50,7.32,ET,CU_AIO_VIGUS-LK3,VL510600,X1S,LG61,PU6,ERVS,EBEOXD,14600,250,15660,254.1,15740,255,,963,479,206,51,643,192,607,163,16,78,1,721,423,290,7,,,1,147,77,30,2,0,0,12899.03,45,WS,102.82,1.65,39255.15,32.03,1351.46,1473.18
N3,C5,FC1978X01,390N1,PT,9,Y,S3,,0.64,1,38,8.63,ET,CU_AIO_VIGUS-LK3,CA571400,V1,LG61,PU6,ERVS,EBEOXD,16230,240.9,23425,249.2,20465,239.4,,895,563,206,60,718,100,640,171,9,86,3,628,767,59,1,,,1,152,101,11,1,0,0,7406.5,37,HO,128.95,2.08,3993.9,30.92,503.88,35.05
N4,BU,5P9865A02,363Y1,PT,22,Y,S3,,1,1,2,2,ET,CU_PSPI_PARADIGM-E,VL930500,NLV,LG71,PU7,BAKE_PSPI,EBEOXD,1276,3.3,810,3.9,1047,4.5,,34,223,2,14,198,59,,13,3,0,,9,208,37,3,,,0,1,10,4,1,0,0,710.02,8,WO,40.93,3.67,4180.78,16.62,478.35,551.07
N4,BU,5P9865A02,38TT1,PT,21,Y,S3,,1,1,4,1,ET,CU_PSPI_PARADIGM-E,VL930500,NLV,LG71,PU7,BAKE_PSPI,EBEOXD,1120,4.8,1276,3.3,810,3.9,,34,223,2,14,198,59,,13,3,0,,9,208,37,3,,,0,1,10,4,1,0,0,710.02,8,WO,32.5,3.67,4180.78,16.62,478.35,1230.5
N4,BU,5P9865A02,398D1,PT,9,Y,S3,,0.63,1,37,9.89,ET,CU_AIO_VIGUS-LK3,VL510600,X1S,LG61,PU6,ERVS,EBEOXD,15995,247.9,14600,250,15660,254.1,,963,479,206,51,643,192,607,163,16,78,1,721,423,290,7,,,1,147,77,30,2,0,0,12899.03,45,WS,59.97,1.65,39255.15,32.03,1351.46,1950.03
N4,BU,5P9865A02,3A9D1,PT,3,Y,S3-E,2,0.65,1,35,9.97,ET,CU_AIO_VIGUS-LK3,VL542810,I1,LG61,PU6,CU REVIEW,EBEOXD,23425,249.2,20465,239.4,15080,246.9,,1220,1673,252,192,767,123,2003,169,12,263,,855,1024,956,58,,,0,190,137,109,8,0,0,2605.02,41,WS,49.12,1.65,39255.15,32.03,1351.46,2292.88
N4,BU,5P9865A02,38VD1,PT,12,Y,S3-D,,0.63,1,39,9.38,ET,CU_AIO_VIGUS-LK3,VL510600,X1S,LG61,PU6,ERVS,EBEOXD,19500,255.6,20600,248.4,18225,235.2,,661,451,167,42,621,125,366,159,11,39,,596,263,182,71,,,0,128,56,17,8,0,0,21841.02,36,WS,71.93,1.65,39255.15,32.03,1351.46,5011.07
N3,C5,FC1978X01,390N1,PT,12,Y,S3,,0.71,1,30,8.97,ET,CU_AIO_VIGUS-LK3,CA631400,MF,LG62,PU6,ERVS,EBEOXD,19850,242.5,18005,224.6,19105,227.3,,850,536,204,59,668,117,601,160,10,93,1,662,549,150,24,,,1,151,89,18,4,0,0,11046.02,42,WO,155.77,2.08,3993.9,30.92,503.88,143.23
N4,RQ,5E9925G01,37RV1,PP,13,Y,S3,2,0.71,1,42,6.86,ET,CU_AIO_VIGUS-LK3,VH543800,V2,LG62,PU6,ERVS,EBEOXD,16230,240.9,23425,249.2,20465,239.4,,1044,854,236,82,717,258,923,171,23,124,5,843,889,160,1,,,2,190,109,16,1,0,0,4321.02,37,HG,82.55,1.8,14479.52,57.68,1947.63,41.45000001
N4,BU,5P9865A02,38Y81,PT,9,Y,S3,,0.63,1,49,7.47,ET,CU_AIO_VIGUS-LK3,VL510600,X1S,LG61,PU6,ERVS,EBEOXD,22090,263.5,21780,261.8,20055,261.5,,1091,2215,200,226,773,222,2311,167,21,238,,661,861,1704,80,,,0,133,108,175,10,0,0,5949.57,43,WG,56,1.65,39255.15,32.03,1351.46,666
N3,C5,FC1978X01,391P1,PT,9,Y,S3,2,0.64,1,38,8.63,ET,CU_AIO_VIGUS-LK3,CA571400,V1,LG61,PU6,ERVS,EBEOXD,23425,249.2,20465,239.4,15080,246.9,,1139,1844,247,195,770,312,1901,176,24,242,,880,1241,804,58,,,0,191,160,83,8,0,0,2371.52,41,WO,100.87,2.08,3993.9,30.92,503.88,747.13
N4,BU,5P9865A02,3896N2,PT,2,Y,S3,,0.77,N,22,10.36,ET,CU_MHM_METAL-MP,VL670400,RM,LG63,PU6,KLA,EBEMTL,5914,259.2,3945,256.3,3629,258.3,,59,191,7,12,40,98,112,4,7,8,7,15,36,150,10,32,,1,2,4,7,2,3,0,365.03,9,WO,25.37,2.15,326.97,4.05,32.02,189.63
N4,RQ,5E9925G01,381B1,PP,23,Y,S3,,0.98,1,43,0.37,ET,CU_ALM_METAL-HP,VH900500,LB,LG71,PU7,BEOL REVIEW,EBEMTL,5520,34,4712,33,4025,38.8,,61,125,4,6,1,124,61,1,5,4,,,,60,,126,,0,0,0,4,0,6,0,190.5,6,HO,145.42,1.82,830.88,10.07,93.7,17179.58
N3,CU,FC1973X01,394H1,PT,12,Y,S3-E,,0.61,1,39,9.15,ET,CU_AIO_VIGUS-LK3,CA552200,I1,LG61,PU6,PROVISION,EBEOXD,14240,240.4,15995,247.9,14600,250,,859,428,195,49,645,147,495,159,13,72,,757,394,78,58,,,0,146,77,13,8,0,0,16378.52,37,WO,38.68,2.02,1715.73,31.97,384.11,201.32
N5,CT,FK05T2X01,3ADA1,PP,25,Y,S3-D,,0.67,1,61,4.92,ME,PVD_ENTRON_TIN,KB484710,M1,LG61,PU6,두께측정(THK),MCUMTL,3936,64.2,4035,65.3,4593,64.4,,5,30,1,4,33,,2,3,0,2,,,9,26,,,,0,0,3,2,0,0,0,103.03,4,WO,38.32,1.37,653.35,8.78,101.19,94.67999999
N3,C5,FC1978X01,38KG1,PT,21,Y,S3-D,,0.72,1,29,8.93,ME,PVD_ENTRON_TIN,CA636200,MF,LG62,PU6,CU_PE_LOWK,MCUMTL,6057,60.7,4266,60.8,4233,67.4,,44,384,5,24,25,108,295,3,5,21,,27,210,191,,,,0,4,13,12,0,0,0,282.02,8,WO,70.83,1.22,1469.6,8.81,138.04,155.17
N4,RQ,5E9925G01,39HR1,PP,22,Y,S3,2,0.61,1,52,7.44,ME,PVD_ENDURA_TIN_CIRRUS,VH460700,VA,LG61,PU6,SG_PWG5_SI,MCUMTL,1162,15.2,1831,17,1702,18.6,,155,127,14,7,28,107,147,5,6,10,,153,129,,,,,0,13,8,0,0,0,0,318,8,WS,128.38,1.63,1694.03,43.07,301.98,263.62
N4,BU,5P9865A02,3939A1,PT,5,Y,S3-B,,0.65,1,53,6.49,ME,CVD_PEGASUS_CO_LINER_EN3VXTAC3,VL543730,I1,LG61,PU6,CU ACI CD,MCUMTL,10515,133.3,11445,129.4,8100,125.6,,8,29,5,3,11,13,13,5,2,1,,,37,,,,,0,0,8,0,0,0,0,13043,4,HG,64.55,2.88,376.55,19.07,68.28,156.45
N3,C5,FC1978X01,38FZ1,PT,25,Y,S3-D,,0.78,1,25,8.28,ME,CVD_ENDURA_CO_CAP_VTA,CA703600,FD,LG63,PU6,CMP_CUCO,MCUMTL,14464,153.5,13244,157.5,12212,155.3,,366,86,93,8,361,91,,94,7,0,,232,39,50,1,130,,0,54,14,14,1,18,0,17913.02,31,WO,46.7,1.33,56.83,4.23,4.15,144.3
N3,ZP,5VP03MZ01,ZHD9B1,EB,13,Y,S3,,0.67,1,,,ME,CVD_ENDURA_CO_CAP_VTA,NU573300,V1,LG61,PU6,DC측정,MCUMTL,13244,157.5,12212,155.3,13560,154.8,,393,144,97,9,349,159,29,88,12,6,,242,140,74,1,80,,0,55,20,14,1,16,0,16119.02,31,WO,39.5,1.82,144.45,3.88,11.18,294.5
N3,ZP,5VP03MZ01,ZHGA1,EB,12,Y,S3,1,0.67,1,,,ME,CVD_ENDURA_CO_CAP_VTA,NU573300,V1,LG61,PU6,DC측정,MCUMTL,14464,153.5,13244,157.5,12212,155.3,,325,78,91,7,308,80,15,89,5,4,,201,70,51,1,80,,0,51,17,13,1,16,0,18148.02,31,WG,38.55,1.82,144.45,3.88,11.18,86.45
N3,Z8,5VY03ME01,ZKR2N8,ES,2,Y,S3,2,0.46,N,,,ME,CVD_ENDURA_CO_CAP_VTA,NU653400,V4,LG63,PU6,DC측정,MCUMTL,12212,155.3,13560,154.8,18636,154.1,,422,98,91,7,362,147,11,88,9,1,,229,95,97,1,98,,0,55,18,14,1,10,0,18492.02,30,WO,14.05,1,1605.35,4.23,36.18,30.95
N3,ZP,5VP03MZ01,ZHD91,EB,10,Y,S3,,0.67,1,,,ME,CVD_ENDURA_CO_CAP_VTA,NU573300,V1,LG61,PU6,DC측정,MCUMTL,13244,157.5,12212,155.3,13560,154.8,,355,25,94,4,329,40,11,87,3,8,,206,45,48,1,80,,0,53,15,13,1,16,0,17068.02,28,WG,28.95,1.82,144.45,3.88,11.18,452.05
N3,Z8,5VY03ME01,ZHVYN7,ES,2,Y,S3,2,0.35,N,,,ME,CVD_ENDURA_CO_CAP_VTA,NU603600,V2,LG62,PU6,DC측정,MCUMTL,10784,159.7,9836,159.8,10104,158.5,,391,84,95,8,325,150,,93,10,0,,232,62,51,1,129,,0,56,15,13,1,18,0,22950.02,27,HO,37.35,1,1605.35,4.23,36.18,3066.65
N3,ZR,MLE020X01,ZHCSB1,ES,7,Y,S3,,0.67,1,,,ME,CVD_ENDURA_CO_CAP_VTA,NU573300,V1,LG61,PU6,DC측정,MCUMTL,13244,157.5,12212,155.3,13560,154.8,,341,145,87,10,330,156,,89,8,0,,204,89,119,1,73,,0,54,18,15,1,9,0,15568.02,32,WO,24.73,1.83,54.98,4.03,6.43,5920.27
N3,SZ,5E5535L01,ZKXTN5,ES,3,Y,S3,,0.13,N,,,ME,CVD_ENDURA_CO_CAP_VTA,NU467400,I1,LG61,PU6,DC측정,MCUMTL,16392,156.8,16372,159.8,16608,160.4,,386,190,91,12,397,155,24,92,9,2,,190,153,99,1,133,,0,55,22,13,1,12,0,13355.02,29,WG,26.07,1,1605.35,4.23,36.18,670.93
N4,BU,5P9865A02,39B8A1,PT,2,Y,S3-E,,0.77,1,21,10.76,CV,CU_ALD_ALO,VL671000,RM,LG63,PU6,CU REVIEW,CPEOXD,1815,6,1822,7,1548,7.3,,113,108,22,7,66,75,80,19,3,7,,89,132,,,,,0,18,11,0,0,0,0,5674.03,10,WO,43.02,3.93,5702.08,27.05,523.98,148.98
N5,XP,5E8825X01,2T8A1,PP,22,Y,S3,,0.84,1,49,3.06,CV,CU_PE_NDC,KB652000,S6,LG63,PU6,CMP_CU_PP2,CPEOXD,13268,35.9,14222,34.8,14000,37.1,,237,319,52,18,219,270,67,48,18,4,8,158,162,228,,,,2,29,22,17,0,0,0,17816.02,25,WS,22,1.25,516.77,4.12,49.77,63
N3,CU,FC1973X01,39BF1,PT,19,Y,S3,,0.65,1,42,7.62,CV,CU_ALDPE_ALNODC,CA575000,V1,LG61,PU6,CVD_ENDURA_CO_CAP_VTA,CPEOXD,27663,92.8,22809,94,17052,94.5,,58,289,6,20,23,286,38,5,18,3,,77,137,106,2,25,,0,6,9,8,2,1,0,55.52,9,WO,71.15,0,673.75,15.9,62.15,99.84999999
N3,CU,FC1973X01,39KG1,PT,25,Y,S3-D,2,0.62,1,40,8.65,CV,CU_ALDPE_ALNODC,CA554000,I1,LG61,PU6,CVD_ENDURA_CO_CAP_VTA,CPEOXD,28206,92,18447,91.5,21876,90.9,,80,234,8,17,29,219,66,5,14,6,,50,188,71,2,3,,0,4,14,4,2,1,0,72.02,12,HG,138.2,0,673.75,15.9,62.15,109.8
N4,RQ,5E9925G01,37HU1,PP,24,Y,S3,,0.8,1,38,5.29,CV,CU_PE_NDC,VH642200,S5,LG63,PU6,DC측정,CPEOXD,15980,37.6,15930,36.1,14696,35.7,,186,565,51,37,249,340,162,51,24,13,2,125,286,208,,130,,1,32,32,16,0,7,0,1025.52,26,WO,39.2,1.45,552.62,21.33,71.83,155.8
N5,CT,FK05T2X01,397ZN3,PP,4,Y,S3,,0.96,N,12,2.92,CV,CU_PE_SICN,KB863500,IB,LG64,PU6,THK,CPEOXD,4444,12.1,3430,12,3660,11.6,,48,346,10,16,100,94,200,13,4,9,,72,96,109,19,98,,0,6,7,6,3,4,0,125.5,15,WG,46.4,2.72,386.05,11.33,43.73,232.6
N4,BU,5P9865A02,398C1,PT,15,Y,S3-B,,0.95,1,5,9,CV,CU_PE_SICN,VL851700,IA,LG64,PU6,CU REVIEW,CPEOXD,3776,13.9,3670,14,3802,13.9,,45,218,11,12,83,109,71,15,5,3,,39,106,100,18,,,0,7,9,4,3,0,0,455.02,14,WO,23.08,2.62,2392.45,11.57,112.52,31.92
N5,XP,5E8825X01,2GV61,PP,22,Y,S3-B,,0.95,1,25,1.76,CV,CU_PE_SICN,KB825810,G1,LG64,PU6,CU REVIEW,CPEOXD,4740,12.4,4468,12,4044,13.5,,49,96,10,7,71,70,4,11,5,1,,26,34,38,18,29,,0,4,5,3,3,2,0,11973,13,HG,35.43,2.47,327.47,4.42,36.71,100.57
N5,CT,FK05T2X01,397Z1,PP,7,Y,S3-B,,0.96,1,12,2.92,CV,CU_PE_SICN,KB863500,IB,LG64,PU6,CU REVIEW,CPEOXD,4444,12.1,3430,12,3660,11.6,,46,360,9,20,50,57,299,10,5,14,,71,55,86,19,175,,0,6,5,8,3,7,0,165.02,14,WG,12.18,2.72,386.05,11.33,43.73,100.82
N3,C5,FC1978X01,38GY1,PT,19,Y,S3-D,,0.69,1,31,9.23,CV,CU_PE_LOWK,CA615200,V2,LG62,PU6,CU REVIEW,CTEOSD,3254,23.4,4094,21.9,3118,23.3,,418,311,108,24,451,117,161,103,7,22,,316,312,58,20,23,,0,71,43,13,2,3,0,27274.52,31,HG,32.82,1.17,6899.3,10.19,357.85,79.18
N4,BU,5P9865A02,38GP1,PT,25,Y,S3-B,,0.69,1,34,9.18,CV,CU_PE_LOWK,VL568570,V1,LG61,PU6,CU REVIEW,CTEOSD,4094,21.9,3118,23.3,3899,21.8,,434,304,102,25,384,144,210,97,7,23,,283,203,184,20,48,,0,65,38,18,2,4,0,28929.02,33,WS,38.88,1.12,8383.7,12,321.04,207.12
N3,C5,FC1978X01,399K1,PT,7,Y,S3-D,1,0.65,1,35,9.11,CV,CU_PE_LOWK,CA576400,V1,LG61,PU6,CU REVIEW,CTEOSD,3899,21.8,3905,22.3,3179,23.8,,412,286,106,21,444,119,135,104,6,17,,293,298,70,14,23,,0,71,39,13,1,3,0,26229.02,29,WG,18.68,1.17,6899.3,10.19,357.85,20.32
N4,BU,5P9865A02,38HB1,PT,25,Y,S3-D,,0.66,1,34,9.94,CV,CU_PE_LOWK,VL545450,I1,LG61,PU6,CU_ALDPE_ALNODC,CTEOSD,4103,24.2,4122,23.3,4044,23.6,,338,329,96,38,297,184,186,93,9,32,,184,318,128,14,23,,0,57,56,17,1,3,0,18282.5,28,WG,77.63,1.12,8383.7,12,321.04,1341.37
N3,CU,FC1973X01,37HV1,PT,23,Y,S3-B,,0.81,1,37,4.7,CV,CU_PE_ULK,CA735400,S6,LG63,PU6,SI DF,CTEOSD,3244,20.8,3519,20.9,3826,20.7,,80,472,18,30,117,281,154,22,15,11,4,66,233,248,,1,,1,13,19,14,0,1,0,692.02,19,HO,68.47,1.32,443.9,33.07,87.96,5844.53
N4,BU,5P9865A02,38BT1,PT,24,Y,S3-D,2,0.75,1,14,18.14,CV,CU_PE_LOWK,VL614000,MF,LG62,PU6,CU REVIEW,CTEOSD,4044,23.6,3950,23.8,4431,23.1,,306,375,92,43,337,152,192,93,7,35,,169,380,95,14,23,,0,56,57,18,1,3,0,17176.02,27,WS,58.8,1.12,8383.7,12,321.04,25.2
N3,CU,FC1973X01,39KG1,PT,25,Y,S3-D,2,0.65,1,33,9.67,CV,CU_PE_LOWK,CA576400,V1,LG61,PU6,CU REVIEW,CTEOSD,4677,22.7,3829,21.6,3101,22.5,,383,766,109,53,523,277,349,116,12,34,,327,592,208,14,8,,0,80,61,19,1,1,0,7317.52,30,HS,38.12,0.53,48555.47,10.27,1081.71,31.88
