DR,PROCESS_ID,PART_ID,LOT_ID,LOTTYPE,QTY,HOLD_FLAG,FLOORID,GRADE,COMPLETE_RATE,LOT_PURPOSE,DUE_DATE,WIPTURN,ROOM,PROCESS_GROUP,STEP_ID,LAYER_TITLE,LAYER_GROUP,BLOCK_GROUP,PRE_STEPGBN2,EQPTYPE,MOVE_0,EQP_WORKLOAD_0,MOVE_1,EQP_WORKLOAD_1,MOVE_2,EQP_WORKLOAD_2,BATCH,Q_E,Q_P,L_E,L_P,Q_H,Q_R,Q_W,L_H,L_R,L_W,Q_2,Q_3,Q_4,Q_5,Q_7,Q_8,Q_10,L_2,L_3,L_4,L_5,L_7,L_8,L_10,WIP_WAITTIME,WIP_PRODUCT_NUM,SHIFT_TYPE,PROCESSTIME,PRC_WAIT_MIN,PRC_WAIT_MAX,PRC_WAIT_MEDIAN,PRC_WAIT_STD,WAITTIME
N4,RQ,5E9925G01,38BB1,PP,24,,S3-D,2,0.8,1,45,4.51,DI,CU_ANN,VH641500,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,9668,21.6,10677,21.3,9780,21.5,Y,610,1958,134,178,789,808,971,152,51,109,18,442,953,666,55,434,,2,94,120,59,5,32,0,1690.02,51,WD,142.38,7.25,14618.37,28.98,605.57,14731.62
N3,ZP,5VP03MZ01,ZHX71,EB,6,Y,S3,2,0.61,1,,,DI,CU_ANN,NU493400,I1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,11191,22,11872,21.8,11132,21.2,Y,625,1927,134,150,830,1044,678,137,67,80,8,472,1072,739,8,253,,2,99,112,53,3,15,0,3011.52,51,WO,142.18,9.98,7339.65,31.4,352.32,174.82
N5,LJ,FK05M2X01,38KV1,PP,25,Y,S3-E,3,0.79,1,35,5.57,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,9668,21.6,10677,21.3,9780,21.5,Y,544,1899,149,141,642,1094,707,139,68,83,10,502,1327,477,9,118,,3,122,116,38,2,9,0,2723.5,41,HO,138.3,7.65,6180.15,29.01,394,68.7
N3,C5,FC1978X01,38HR1,PT,25,Y,S3-D,,0.81,1,23,7.7,DI,CU_ANN,CA733400,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8192,22,7401,21.7,8903,21.9,Y,492,1226,124,102,602,798,318,121,60,45,13,355,734,513,1,102,,3,94,73,46,1,9,0,3795.52,41,WS,143.15,8.92,5835.65,35.83,515.11,211.85
N3,ZP,5VP03MZ01,ZHCZNB,EB,11,Y,S3,,0.73,N,,,DI,CU_ANN,NU622400,V3,LG62,PU6,CU_VAFX5G_EP_S,DCUANN,11191,22,11872,21.8,11132,21.2,Y,625,1927,134,150,830,1044,678,137,67,80,8,472,1072,739,8,253,,2,99,112,53,3,15,0,3011.52,51,WO,141.3,9.98,7339.65,31.4,352.32,274.7
N4,RQ,5E9925G01,381K1,PP,1,Y,S3-D,,0.8,1,34,5.97,DI,CU_ANN,VH641500,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,12475,21.3,12211,21.8,9109,21.9,Y,688,2486,138,185,900,1322,952,141,77,105,14,513,1075,1072,1,499,,3,105,98,83,1,33,0,3991.95,44,WO,141.1,7.25,14618.37,28.98,605.57,228.9
N4,RQ,5E9925G01,381D1,PP,24,Y,S3-D,,0.8,1,33,6.15,DI,CU_ANN,VH641500,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,13152,21.4,12300,21.8,12475,21.3,Y,507,2392,116,195,844,1025,1030,135,57,119,7,447,1068,921,19,437,,1,85,105,83,3,34,0,2080.02,46,WS,142.58,7.25,14618.37,28.98,605.57,50.42
N4,BU,5P9865A02,39AA1,PT,9,Y,S3-D,1,0.8,1,17,12,DI,CU_ANN,VL692100,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,7401,21.7,8903,21.9,8985,21.8,Y,534,1167,133,99,550,836,315,121,62,49,14,417,515,678,1,76,,4,103,65,52,1,7,0,3450.02,39,WO,142.02,6.87,36580.97,32.53,1049.79,33.98
N4,BU,5P9865A02,397B1,PT,19,Y,S3-D,,0.82,1,16,11.31,DI,CU_ANN,VL721650,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8192,22,7401,21.7,8903,21.9,Y,494,1127,124,100,572,677,372,119,49,56,17,381,667,479,1,76,,4,95,73,44,1,7,0,4185.52,40,WS,143.87,6.87,36580.97,32.53,1049.79,111.13
N4,RQ,5E9925G01,382Y1,PP,22,Y,S3,,0.8,1,34,5.97,DI,CU_ANN,VH641500,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,12475,21.3,12211,21.8,9109,21.9,Y,637,2395,140,191,696,1198,1138,135,69,127,10,420,1130,977,24,471,,2,99,106,86,2,36,0,4171.72,46,WO,144.38,7.25,14618.37,28.98,605.57,53.62
N4,BU,5P9865A02,389A1,PT,24,Y,S3,,0.8,1,14,14.57,DI,CU_ANN,VL692100,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,12475,21.3,12211,21.8,9109,21.9,Y,704,2271,143,175,926,1139,910,150,60,108,13,434,1200,944,1,383,,3,97,109,81,1,27,0,3832.08,43,WG,145.48,6.87,36580.97,32.53,1049.79,140.52
N4,BU,5P9865A02,3A9D1,PT,24,Y,S3-D,2,0.8,1,17,12,DI,CU_ANN,VL692100,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,7401,21.7,8903,21.9,8985,21.8,Y,546,1160,138,102,580,662,464,131,41,68,15,485,580,571,1,54,,4,116,70,42,1,7,0,3166.02,42,WO,144.97,6.87,36580.97,32.53,1049.79,467.03
N3,ZP,5VP03MZ01,ZHX71,EB,2,Y,S3-D,,0.66,1,,,DI,CU_ANN,NU572200,V1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,9852,20.6,9668,21.6,10677,21.3,Y,687,1865,161,140,724,1122,706,154,65,82,15,650,1189,586,3,109,,4,135,109,42,2,9,0,2241.02,41,HO,144.95,9.98,7339.65,31.4,352.32,1643.05
N5,LJ,FK05M2X01,38CA1,PP,25,Y,S3-D,3,0.79,1,42,4.64,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8903,21.9,8985,21.8,9852,20.6,Y,546,1160,138,102,580,662,464,131,41,68,15,485,580,571,1,54,,4,116,70,42,1,7,0,3166.02,42,WO,133.98,7.65,6180.15,29.01,394,74.02
N5,LJ,FK05M2X01,38HZ1,PP,25,Y,S3-D,,0.79,1,36,5.42,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11132,21.2,11737,22,13009,22,Y,749,1929,159,172,1236,1014,428,191,64,76,13,556,1352,584,7,166,,5,117,149,44,2,14,0,2879.02,51,WD,152.53,7.65,6180.15,29.01,394,37.47
N3,C5,FC1978X01,38NA1,PT,25,Y,S3,,0.81,1,24,7.38,DI,CU_ANN,CA733400,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8385,22,8192,22,7401,21.7,Y,818,1072,162,99,652,724,514,128,60,73,12,706,519,534,5,114,,2,138,66,46,2,7,0,1697.02,44,WS,138.48,8.92,5835.65,35.83,515.11,52.52
N3,C5,FC1978X01,38VW1,PT,20,Y,S3,2,0.71,1,31,8.52,DI,CU_ANN,CA633000,MF,LG62,PU6,CU_VAFX5G_EP_S,DCUANN,11132,21.2,11737,22,13009,22,Y,775,2074,166,182,1185,1030,634,194,69,85,13,564,1287,771,5,209,,5,117,147,59,2,18,0,2172.02,47,HG,143.12,8.92,5835.65,35.83,515.11,166.88
N5,CT,FK05T2X01,39BUAN1,PP,2,Y,S3-D,,0.78,N,16,12.63,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11132,21.2,11737,22,13009,22,Y,702,2279,148,199,1162,1105,714,188,67,92,13,485,1381,851,11,240,,5,109,155,56,2,20,0,2353.02,48,WG,162.35,9.7,29135.85,30.5,1488.65,55.65
N5,A1,4LY022X02,396R1,PP,12,Y,S3,,0.78,1,45,4.36,DI,CU_ANN,KQ612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11191,22,11872,21.8,11132,21.2,Y,559,1762,139,129,697,1221,403,129,74,65,33,490,989,645,7,157,,5,105,105,38,2,13,0,2402.52,46,WO,138.27,12.77,924.38,25.23,70.02,112.73
N5,CT,FK05T2X01,39BNN4,PP,2,Y,S3-D,,0.78,N,38,5.32,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,7401,21.7,8903,21.9,8985,21.8,Y,546,1160,138,102,580,662,464,131,41,68,15,485,580,571,1,54,,4,116,70,42,1,7,0,3166.02,42,WO,142.4,9.7,29135.85,30.5,1488.65,413.6
N3,C5,FC1978X01,38R3N2,PT,4,Y,S3-D,,0.81,N,25,7.08,DI,CU_ANN,CA733400,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,9780,21.5,10772,21.3,11191,22,Y,1076,2286,185,181,805,1233,1324,143,74,149,12,897,1424,824,1,204,,5,158,133,56,1,13,0,1227.02,48,WO,146.13,8.92,5835.65,35.83,515.11,102.87
N5,CT,FK05T2X01,39BNN6,PP,3,Y,S3-D,,0.78,N,39,5.18,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8354,22,8385,22,8192,22,Y,673,1452,142,131,731,943,451,142,55,76,3,623,868,561,9,61,,2,127,89,47,4,4,0,2177.03,42,HG,147.83,9.7,29135.85,30.5,1488.65,83.17
N4,BU,5P9865A02,387T1,PT,19,Y,S3-D,1,0.82,1,28,6.46,DI,CU_ANN,VL721650,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,10772,21.3,11191,22,11872,21.8,Y,672,1642,147,131,733,1020,561,141,66,71,12,465,1003,703,1,130,,3,111,103,50,1,10,0,1239.52,50,WO,138.43,6.87,36580.97,32.53,1049.79,71.57
N3,ZR,MLE020X01,ZHCSB1,ES,4,Y,S3-D,,0.73,1,,,DI,CU_ANN,NU622400,V3,LG62,PU6,CU_VAFX5G_EP_S,DCUANN,8192,22,7401,21.7,8903,21.9,Y,767,1292,166,121,679,769,611,136,57,94,5,669,655,635,32,63,,2,138,75,60,4,8,0,989.02,48,WO,145.33,10.75,6710.28,34.85,594.04,154.67
N5,LJ,FK05M2X01,38F91,PP,25,Y,S3,,0.79,1,34,5.74,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11737,22,13009,22,12343,22,Y,635,2209,147,193,1150,1094,600,179,77,84,8,420,1412,773,1,230,,2,105,156,61,1,15,0,1403.52,47,HG,144.03,7.65,6180.15,29.01,394,180.97
N3,ZR,MLE020X01,ZKMK1,EB,14,Y,S3-D,1,0.66,1,,,DI,CU_ANN,NU572200,V1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,8985,21.8,9852,20.6,9668,21.6,Y,624,1449,146,126,580,904,589,129,62,81,13,459,787,678,6,130,,3,114,85,60,2,8,0,3148.02,42,WO,140.97,10.75,6710.28,34.85,594.04,190.03
N4,BU,5P9865A02,398C1,PT,15,Y,S3-D,1,0.8,1,9,22.67,DI,CU_ANN,VL692100,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11737,22,13009,22,12343,22,Y,701,2305,151,206,1233,1221,552,185,87,85,8,435,1488,866,1,208,,2,106,170,64,1,14,0,1292.02,49,HG,139.27,6.87,36580.97,32.53,1049.79,95.73
N3,ZP,5VP03MZ01,ZK3X1,EB,15,Y,S3,2,0.66,1,,,DI,CU_ANN,NU572200,V1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,12343,22,11620,21.9,13152,21.4,Y,773,2694,148,221,891,1125,1451,153,79,137,11,467,1476,884,30,599,,2,101,164,67,3,32,0,784.03,48,WD,144.58,9.98,7339.65,31.4,352.32,166.42
N3,ZR,MLE020X01,ZHCSB1,EB,7,Y,S3-B,2,0.66,1,,,DI,CU_ANN,NU572200,V1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,12343,22,11620,21.9,13152,21.4,Y,624,2178,128,196,807,1009,986,143,71,110,7,454,1275,793,33,240,,1,92,140,66,4,21,0,1602.52,45,WS,158.5,10.75,6710.28,34.85,594.04,856.5
N4,BU,5P9865A02,38WT1,PT,25,Y,S3-D,,0.82,1,16,11.31,DI,CU_ANN,VL721650,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8192,22,7401,21.7,8903,21.9,Y,777,1368,158,129,647,907,591,127,72,88,5,651,695,712,19,63,,2,135,82,59,3,6,0,1152.02,46,WO,146.98,6.87,36580.97,32.53,1049.79,51.02000001
N4,BU,5P9865A02,393A1,PT,17,Y,S3,1,0.99,1,6,1.83,DI,HP_MF_D2,VL901301,LB,LG71,PU7,Bank_Hub,DIFHPD,1491,16.3,2421,16.4,3090,17.9,Y,183,90,18,9,222,25,26,19,1,7,3,29,18,65,,158,,1,4,3,5,0,14,0,82204.03,13,HO,270.02,4.77,779.57,100.58,187.11,29.97999999
N4,BU,5P9865A02,38PW1,PT,21,Y,S3,,0.99,1,4,2.75,DI,HP_MF_D2,VL901301,LB,LG71,PU7,Bank_Hub,DIFHPD,3249,17.8,2628,18,3204,18,Y,330,570,27,38,283,198,419,23,11,31,,72,326,324,,178,,0,9,23,19,0,14,0,168.02,15,WO,292.32,4.77,779.57,100.58,187.11,186.68
N4,BU,5P9865A02,39Z41,PT,25,Y,S3-B,,0.53,1,66,7.17,PH,ARF,VL418000,CN,LG51,PU5,SI REVIEW,PMAINF,4518,2.9,4817,2.9,3436,2.9,,154,936,10,51,839,114,137,47,7,7,,82,145,863,,,,0,4,10,47,0,0,0,13175,12,WS,26.95,0.55,32641.68,13.52,984.88,52.05
N5,LJ,FK05M2X01,3AGZ1,PP,25,Y,S3-B,2,0.56,1,65,6.15,PH,ARF,KB407710,CN,LG51,PU5,SI REVIEW,PMAINF,4122,2.9,3962,3,4711,3,,102,889,8,49,823,79,89,47,4,6,,,80,911,,,,0,0,10,47,0,0,0,10501.02,8,HO,29.2,0.3,16115.12,17.92,1249.37,165.8
N8,QJ,FN08T9XA2,39X81,PP,25,Y,S3-D,2,0.51,1,,,CL,MT_HF_BVSTRIP_S,NV437585,CD,LG51,PU5,CVD_ALTUS_W_CONTACT,WETSTN,4072,23.2,2978,23.7,3266,22.9,Y,53,53,20,6,42,13,51,17,1,8,,49,36,,,6,,0,16,4,0,0,2,0,8803.52,10,WO,49.65,0.22,5741.22,15.08,207.73,65.35
N3,ZP,5VP03MZ01,ZKGC1,EQ,10,Y,S3-D,,0.26,1,,,CL,SI_O3HF_CLN_S,NU170000,EG,LG34,PU4,THK,WETSTN,2367,17,2561,17,1777,17,Y,81,147,13,6,153,25,50,16,1,2,,103,,75,,50,,0,13,0,4,0,2,0,2470.02,11,HO,8.08,1.2,15463.53,8.12,461.94,169.92
N4,BU,5P9865A02,3ADR1,PT,20,Y,S3-D,,0.15,1,109,7.79,CL,SI_O3HF_CLN_S,VL046100,AD,LG21,PU2,SI REVIEW,WETSTN,2223,17,2211,17,1955,17,Y,20,130,4,7,53,25,72,7,1,3,,17,35,26,,72,,0,3,2,3,0,3,0,5560.02,7,WG,21.13,1.3,837.78,7.7,61.1,136.87
N4,RQ,5E9925G01,3BP11,PP,25,Y,S3-D,2,0.2,1,131,6.09,IM,HC_HCP,VH113400,GP,LG31,PU3,HC_HCP,IIMPHC,18738,29.3,17127,29.9,16485,29.7,,85,218,17,11,64,155,84,13,10,5,,26,147,107,,23,,0,2,8,7,0,11,0,353.02,13,WG,23.58,1.47,218.3,2.77,14.62,43.42
N4,BU,5P9865A02,39KB1,PT,22,Y,S3,2,0.52,1,67,7.12,IM,HC-CT_T_GA,VL412300,CP,LG51,PU5,KLA,IIMPHC,1506,14.8,3207,14.9,2172,12.6,,3,25,3,1,3,25,,3,1,0,,,2,25,,1,,0,0,2,1,0,1,0,51515.02,4,HG,97.93,1.78,871.13,7.98,81,38.07
N8,QJ,FN08T9XA2,3B771,PP,25,Y,S3-B,,0.19,1,,,IM,HC_HCP,NV116530,GP,LG31,PU3,HC_HCP,IIMPHC,14478,29.1,16104,27,13608,27.6,,53,99,15,4,77,50,25,16,2,1,,29,64,26,,33,,0,2,5,3,0,9,0,8375.02,12,HS,29.23,1.38,208.05,2.77,15.11,7.769999995
N4,BU,5P9865A02,3AFC1,PT,22,Y,S3,,0.52,1,74,6.45,IM,HC-CT_T_GA,VL412300,CP,LG51,PU5,BEOL REVIEW,IIMPHC,2991,14.4,2976,16,2499,16,,2,99,2,4,27,74,,3,3,0,,,75,25,,1,,0,0,4,1,0,1,0,141.52,4,HO,136.35,1.78,871.13,7.98,81,62.65
N4,RQ,5E9925G66,385G1,PP,19,Y,S3,,0.52,1,,,IM,HC-CT_T_GA,VH356200,CP,LG51,PU5,KLA,IIMPHC,2100,13.9,1386,14.3,1881,14.4,,1,,1,0,1,,,1,0,0,,,1,,,,,0,0,1,0,0,0,0,56366.02,1,WG,114.97,1.57,1072.37,7.79,99.25,23.03
N3,C5,FC1978X01,3BA51,PT,25,Y,S3-D,,0.09,1,,,IM,HC_PURION_SI,CA050200,STI,LG21,PU2,HC_PURION_SI,IIMPHC,705,5.7,930,5.8,510,7,,12,74,1,3,74,,12,3,0,1,,86,,,,,,0,4,0,0,0,0,0,600.02,2,WO,114.53,1.02,1435.67,13.84,149.94,24.47
N5,CT,FK05T2X04,3C541,PP,25,Y,S3-D,2,0.27,1,119,5.61,IM,HC_HCP,KB092600,RG,LG32,PU3,PROVISION,IIMPHC,16443,28.4,18249,27.9,19215,29.1,,24,362,15,16,116,170,100,19,8,4,,,123,112,,151,,0,0,8,7,0,16,0,202.02,13,WO,46.58,1.27,348.92,2.72,15.67,85.42
N4,BU,5P9865A02,3AGD1,PT,24,Y,S3,,0.52,1,73,6.53,IM,HC-CT_T_GA,VL412300,CP,LG51,PU5,KLA,IIMPHC,2991,14.4,2976,16,2499,16,,2,175,2,7,2,150,25,2,6,1,,,76,100,,1,,0,0,4,4,0,1,0,103.02,4,HO,80.33,1.78,871.13,7.98,81,87.67
N3,ZP,5VP03MZ01,ZM2X1,ES,16,Y,S3-E,1,0.2,1,,,IM,HC-RT_T_AR,NU112500,RG,LG32,PU3,두께측정(THK),IIMPHC,129,4,417,4,96,4,,16,,1,0,16,,,1,0,0,,16,,,,,,0,1,0,0,0,0,0,22.02,1,HO,24.92,1.87,4176.82,10.15,647.94,1374.08
N4,BU,5P9865A02,3AUF1,PT,8,Y,S3-B,1,0.24,1,91,8.33,IM,HD_PLAD_AS,VL092600,RG,LG32,PU3,ACI_OCD,IIMPHD,893,2.2,1172,3,1231,3,,112,57,35,3,38,15,116,19,1,18,,126,13,,,,,0,19,2,0,0,0,0,10989.02,10,WO,34.52,9.22,532.95,33.95,141.27,152.48
N4,BU,5P9865A02,3BHB1,PT,25,Y,S3-B,,0.24,1,94,8.06,IM,HD_PLAD_AS,VL092600,RG,LG32,PU3,ACI_OCD,IIMPHD,893,2.2,1172,3,1231,3,,94,8,33,1,46,23,33,20,1,13,,59,13,,,,,0,15,2,0,0,0,0,12249.02,8,WO,151.72,9.22,532.95,33.95,141.27,227.28
N3,C5,FC1978X01,3C241,PT,25,Y,S3-D,,0.04,1,,,IM,MC-HT_IMPHEAT,CA016000,BF,LG11,PU1,MC-HT_IMPHEAT,IIMPHC,1168,2,1142,2,968,1.9,,672,550,29,22,12,110,1100,1,5,45,,1222,,,,,,0,51,0,0,0,0,0,1344.02,7,WG,230.68,1.83,31631.42,879.53,2649.29,1734.32
N3,ZP,5VP03MZ01,ZMKMA1,EB,18,Y,S3-E,1,0.04,1,,,IM,MC-HT_IMPHEAT,NU014780,BF,LG21,PU1,MC_EX3000,IIMPMC,1145,2,1050,1.9,1125,1.9,,875,1324,37,53,25,256,1918,1,11,78,,2199,,,,,,0,90,0,0,0,0,0,1083.02,8,HO,185.3,1.83,43985.07,579.7,3719.42,374.7
N3,C5,FC1978X01,3C4X1,PT,25,,S3-D,,0.04,1,,,IM,MC-HT_IMPHEAT,CA016000,BF,LG11,PU1,MC-HT_IMPHEAT,IIMPHC,1055,2,1168,2,1142,2,,768,250,32,10,150,250,618,6,10,26,,1018,,,,,,0,42,0,0,0,0,0,784.5,8,WO,242.55,1.83,31631.42,879.53,2649.29,245.45
N3,C5,FC1978X01,3C251,PT,25,,S3-D,,0.04,1,,,IM,MC-HT_IMPHEAT,CA016000,BF,LG11,PU1,MC-HT_IMPHEAT,IIMPHC,1168,2,1142,2,968,1.9,,768,250,32,10,150,250,618,6,10,26,,1018,,,,,,0,42,0,0,0,0,0,784.5,8,WO,300.3,1.83,31631.42,879.53,2649.29,71.70000001
N3,ZS,5VP03PX01,ZMK71,EB,25,Y,S3-E,,0.04,1,,,IM,MC-HT_IMPHEAT,NU014800,BF,LG21,PU1,MC-HT_IMPHEAT,IIMPMC,1225,2,1145,2,1050,1.9,,925,1225,39,49,75,257,1818,3,11,74,,2150,,,,,,0,88,0,0,0,0,0,1114.03,8,HO,128.52,1.83,43985.07,579.7,3719.42,1545.48
N3,C5,FC1978X01,3AZZ1,PT,25,Y,S3-B,2,0.02,1,134,6.7,IM,MC-HT_IMPHEAT,CA010000,NW,LG11,PU1,MC-HT_IMPHEAT,IIMPMC,968,1.9,1001,1.9,1170,2,,535,876,22,36,50,100,1261,2,4,52,,1411,,,,,,0,58,0,0,0,0,0,1448.52,8,WO,54.05,1.83,31631.42,879.53,2649.29,1415.95
N3,SY,5E5535X01,ZMN41,EB,25,,S3-D,,0.04,1,,,IM,MC-HT_IMPHEAT,NU014800,BF,LG21,PU1,MC-HT_IMPHEAT,IIMPHC,1060,2,1055,2,1168,2,,803,75,34,3,96,242,540,4,10,23,,878,,,,,,0,37,0,0,0,0,0,504.02,8,HS,231.25,1.98,3128.63,298.69,721.52,447.75
N3,ZS,5VP03PX01,ZMG41,EB,25,Y,S3-D,,0.04,1,,,IM,MC-HT_IMPHEAT,NU014780,BF,LG21,PU1,MC-HT_IMPHEAT,IIMPHC,1124,2,1207,2,1176,2,,713,1174,30,47,,200,1687,0,8,69,,1887,,,,,,0,77,0,0,0,0,0,1091,7,WG,173.6,1.83,43985.07,579.7,3719.42,529.4
N3,C5,FC1978X01,3C1X1,PT,25,Y,S3-B,,0.04,1,,,IM,MC-HT_IMPHEAT,CA016200,BF,LG11,PU1,MC-HT_IMPHEAT,IIMPMC,1060,2,1055,2,1168,2,,683,525,29,21,12,115,1081,1,5,44,,1208,,,,,,0,50,0,0,0,0,0,1388.53,7,WG,160.57,1.83,31631.42,879.53,2649.29,5014.43
N3,ZS,5VP03PX01,ZMH81,EB,25,,S3-D,1,0.04,1,,,IM,MC-HT_IMPHEAT,NU014780,BF,LG21,PU1,MC-HT_IMPHEAT,IIMPHC,665,1.4,1175,2,1124,2,,623,1325,27,53,125,175,1648,5,7,68,,1948,,,,,,0,80,0,0,0,0,0,1608.5,6,WG,109.67,1.83,43985.07,579.7,3719.42,153.33
N3,C5,FC1978X01,3AZZ1,PT,25,,S3-D,2,0.04,1,,,IM,MC-HT_IMPHEAT,CA016000,BF,LG11,PU1,MC-HT_IMPHEAT,IIMPHC,1055,2,1168,2,1142,2,,768,225,32,9,50,225,718,2,9,30,,993,,,,,,0,41,0,0,0,0,0,315.02,8,WS,232.55,1.83,31631.42,879.53,2649.29,158.45
N3,C5,FC1978X01,3C151,PT,25,,S3-D,,0.04,1,,,IM,MC-HT_IMPHEAT,CA016000,BF,LG11,PU1,MC-HT_IMPHEAT,IIMPHC,1055,2,1168,2,1142,2,,768,225,32,9,50,225,718,2,9,30,,993,,,,,,0,41,0,0,0,0,0,315.02,8,WS,168.3,1.83,31631.42,879.53,2649.29,424.7
N3,C5,FC1978X01,3C211,PT,25,,S3-D,,0.04,1,,,IM,MC-HT_IMPHEAT,CA016000,BF,LG11,PU1,MC-HT_IMPHEAT,IIMPHC,1055,2,1168,2,1142,2,,768,225,32,9,50,225,718,2,9,30,,993,,,,,,0,41,0,0,0,0,0,315.02,8,WS,236.65,1.83,31631.42,879.53,2649.29,425.35
N4,BU,5P9865A02,3CBN1,PP,25,Y,S3-B,,0.15,1,124,6.85,IM,SPIKE_RADIANCE,VL046000,AD,LG21,PU2,FOUP_TRANSFER,IMPRTP,648,1,729,1,579,1,,29,154,2,8,4,50,129,1,2,7,,79,104,,,,,0,4,6,0,0,0,0,155.52,5,WO,59.25,2.03,2740.52,79.82,558.77,1938.75
N4,BU,5P9865A02,3CCC1,PP,21,Y,S3-B,,0.15,1,123,6.91,IM,SPIKE_RADIANCE,VL046000,AD,LG21,PU2,FOUP_TRANSFER,IMPRTP,729,1,579,1,593,1.5,,75,254,3,12,,50,279,0,2,13,,75,254,,,,,0,3,12,0,0,0,0,574.05,5,WG,76.03,2.03,2740.52,79.82,558.77,1058.97
N4,BU,5P9865A02,3BC9D1,PT,2,Y,S3-B,,0.15,1,125,6.8,IM,SPIKE_RADIANCE,VL046000,AD,LG21,PU2,THK,IMPRTP,648,1,729,1,579,1,,4,52,1,3,4,50,2,1,2,1,,54,2,,,,,0,3,1,0,0,0,0,86.52,3,WG,6.07,2.03,2740.52,79.82,558.77,2730.93
N4,BU,5P9865A02,3CD21,PP,21,Y,S3-B,,0.15,1,123,6.91,IM,SPIKE_RADIANCE,VL046000,AD,LG21,PU2,FOUP_TRANSFER,IMPRTP,729,1,579,1,593,1.5,,25,279,1,13,,50,254,0,2,12,,75,229,,,,,0,3,11,0,0,0,0,743.55,4,WO,82.52,2.03,2740.52,79.82,558.77,551.48
N3,SY,5E5535X01,ZMF81,EB,21,Y,S3-B,2,0.06,1,,,IM,SPIKE_RADIANCE,NU019700,T3,LG21,PU1,SI_HPLT_STRIP_B,IMPRTP,693,2,225,2,675,2,,,25,0,1,,25,,0,1,0,,25,,,,,,0,1,0,0,0,0,0,54.02,1,HO,94.47,2.03,2740.52,46.9,371.03,315.53
N5,LJ,FK05M2X01,3A5F1,PP,25,Y,S3,2,0.56,1,69,5.86,IM,HC-CT_T_GA,KB407000,CP,LG51,PU5,KLA,IIMPHC,1176,16,1506,14.8,3207,14.9,,53,,5,0,28,25,,4,1,0,,,52,,,1,,0,0,4,0,0,1,0,41606.02,5,HG,100.97,1.57,1072.37,7.79,99.25,191.03
N5,LJ,FK05M2X01,3APT1,PP,25,Y,S3,,0.56,1,69,5.86,IM,HC-CT_T_GA,KB407000,CP,LG51,PU5,SI ADI CD,IIMPHC,1176,16,1506,14.8,3207,14.9,,52,48,5,2,53,47,,5,2,0,,,74,25,,1,,0,0,5,1,0,1,0,1403,6,HO,106.27,1.57,1072.37,7.79,99.25,40.73
N5,LJ,FK05M2X01,3APU1,PP,25,Y,S3,,0.56,1,70,5.77,IM,HC-CT_T_GA,KB407000,CP,LG51,PU5,KLA,IIMPHC,2862,13.8,1176,16,1506,14.8,,28,23,4,1,28,23,,4,1,0,,,27,23,,1,,0,0,3,1,0,1,0,43286.02,5,WG,123.27,1.57,1072.37,7.79,99.25,74.73
N5,LJ,FK05M2X01,3AGZ1,PP,22,Y,S3,2,0.56,1,65,6.22,IM,HC-CT_T_GA,KB407000,CP,LG51,PU5,KLA,IIMPHC,1506,14.8,3207,14.9,2172,12.6,,3,49,3,2,28,24,,4,1,0,,,2,49,,1,,0,0,2,2,0,1,0,40406.02,4,HG,91.65,1.57,1072.37,7.79,99.25,29.35
